id,educ,peduc,kids,agem,rural
1147,12,10,4,23,0
1148,10,9,4,20,0
1149,3,8,5,14,0
1150,0,0,2,18,0
1151,0,0,6,13,0
1152,0,0,4,15,0
1153,10,10,6,18,0
1154,6,0,4,17,0
1155,11,11,2,26,0
1156,0,9,9,15,0
1157,10,15,5,15,0
1158,6,0,4,16,0
1159,0,0,1,20,1
1160,10,11,0,14,1
1161,5,11,2,13,1
1162,0,3,3,14,1
1163,0,0,3,22,1
1164,0,0,5,17,1
1165,7,9,1,18,1
1166,0,11,2,20,1
1167,0,7,0,14,1
1168,0,0,2,19,1
1169,0,7,1,16,1
1170,10,11,2,13,1
1171,5,0,4,12,1
1172,0,0,3,13,1
1173,0,0,7,13,1
1174,0,0,4,12,1
1175,0,0,2,15,1
1176,0,0,2,15,1
1177,0,0,2,24,1
1178,5,16,3,15,1
1179,0,0,5,14,1
1180,0,5,1,14,1
1181,0,0,4,15,1
1182,0,0,2,17,1
1183,7,11,2,19,1
1184,0,5,3,16,1
1185,0,9,2,15,1
1186,0,0,2,12,1
1187,0,8,0,13,1
1188,0,0,4,13,1
1189,7,0,2,14,1
1190,0,0,3,17,1
1191,0,0,2,13,1
1192,0,0,6,16,1
1193,0,0,2,12,1
1194,0,0,3,13,1
1195,0,0,3,18,1
1196,0,0,4,14,1
1197,0,0,4,13,1
1198,0,0,3,12,1
1199,0,2,4,13,1
1200,0,0,3,15,1
1201,0,0,2,18,1
1202,0,0,0,13,1
1203,0,2,1,16,1
1204,9,14,1,20,1
1205,0,0,2,12,1
1206,0,0,6,14,1
1207,0,0,2,13,1
1208,0,0,3,15,1
1209,0,0,3,15,1
1210,0,0,4,13,1
1211,8,9,3,15,0
1212,8,8,2,16,0
1213,1,8,3,15,0
1214,9,13,3,18,0
1215,8,13,2,14,0
1216,15,13,0,26,0
1217,9,12,2,21,0
1218,5,2,3,15,0
1219,6,0,2,20,0
1220,5,5,0,17,0
1221,2,7,2,18,0
1222,5,4,0,15,0
1223,14,17,2,25,0
1224,10,10,0,18,0
1225,0,0,3,15,0
1226,0,0,2,17,0
1227,0,10,1,17,0
1228,10,16,3,21,0
1229,7,5,2,17,1
1230,6,0,2,14,1
1231,0,0,6,13,1
1232,0,10,1,19,1
1233,1,7,2,17,1
1234,2,5,2,14,1
1235,10,10,1,18,1
1236,15,17,3,27,1
1237,7,7,2,20,1
1238,6,17,2,20,1
1239,0,0,3,13,1
1240,10,9,1,18,1
1241,0,0,2,15,1
1242,0,0,3,13,1
1243,0,0,2,18,1
1244,10,10,0,22,1
1245,5,5,2,17,1
1246,0,10,2,17,1
1247,0,0,3,17,1
1248,0,8,4,16,1
1249,5,5,3,18,1
1250,0,8,3,20,1
1251,0,0,2,22,1
1252,5,9,3,13,1
1253,7,7,2,17,1
1254,10,8,0,18,1
1255,0,5,2,16,1
1256,0,0,4,13,1
1257,0,0,5,15,1
1258,0,0,0,20,1
1259,0,5,2,15,1
1260,0,5,3,18,1
1261,3,0,2,13,1
1262,5,0,7,16,1
1263,10,12,0,18,1
1264,4,5,3,13,1
1265,5,5,3,18,1
1266,5,9,3,16,1
1267,7,10,3,12,1
1268,0,3,1,18,1
1269,0,5,3,14,1
1270,0,0,6,15,1
1271,0,0,0,18,1
1272,6,3,2,15,1
1273,10,11,3,18,1
1274,0,5,4,15,1
1275,1,1,3,14,1
1276,2,5,2,13,1
1277,10,8,1,15,1
1278,8,4,0,15,1
1279,0,10,2,15,1
1280,0,0,3,14,1
1281,6,10,2,19,1
1282,0,8,2,18,1
1283,15,15,2,23,0
1284,11,15,1,17,0
1285,4,7,6,15,0
1286,12,10,5,18,0
1287,7,10,5,17,0
1288,15,17,2,18,0
1289,16,16,1,23,0
1290,12,15,2,17,0
1291,10,15,3,17,0
1292,12,15,1,23,0
1293,10,15,1,21,0
1294,7,15,7,13,0
1295,12,15,3,22,0
1296,15,15,3,15,0
1297,17,17,2,25,0
1298,10,11,3,17,0
1299,12,12,1,23,0
1300,12,17,0,25,0
1301,13,13,1,28,0
1302,10,18,2,19,0
1303,4,6,1,14,1
1304,0,5,5,18,1
1305,0,3,2,17,1
1306,9,9,3,12,1
1307,0,0,2,16,1
1308,0,0,4,16,1
1309,0,0,2,13,1
1310,0,0,3,13,1
1311,0,0,2,17,1
1312,0,0,2,16,1
1313,2,0,2,18,1
1314,2,0,2,23,1
1315,4,0,5,13,1
1316,0,4,2,14,1
1317,0,0,1,14,1
1318,4,0,0,15,1
1319,0,0,3,15,1
1320,3,12,3,17,1
1321,0,0,2,12,1
1322,0,5,2,15,1
1323,5,7,2,12,1
1324,0,15,0,24,1
1325,0,5,2,15,1
1326,7,11,3,15,1
1327,0,7,0,19,1
1328,0,0,2,14,1
1329,0,6,3,13,1
1330,0,0,3,18,1
1331,0,0,0,15,1
1332,0,0,2,13,1
1333,15,17,2,20,1
1334,0,5,2,20,1
1335,7,15,4,16,0
1336,0,8,2,18,0
1337,2,6,2,17,0
1338,5,10,3,13,0
1339,0,3,4,16,0
1340,10,12,5,16,0
1341,6,10,2,19,0
1342,0,10,2,14,0
1343,10,17,0,18,0
1344,12,10,3,18,0
1345,10,0,2,16,0
1346,0,7,4,14,0
1347,8,12,3,17,0
1348,0,0,6,16,0
1349,5,5,3,14,0
1350,10,10,3,20,0
1351,10,10,0,20,0
1352,6,10,2,20,0
1353,10,15,3,13,0
1354,5,10,2,14,0
1355,15,5,0,24,0
1356,12,10,2,23,0
1357,6,7,3,18,0
1358,0,3,2,24,0
1359,15,18,1,21,0
1360,10,5,0,19,0
1361,5,12,5,20,0
1362,9,9,2,18,0
1363,10,10,2,15,0
1364,9,10,1,19,0
1365,10,10,4,19,0
1366,10,9,3,16,0
1367,12,15,5,19,0
1368,8,11,2,14,0
1369,10,15,4,16,0
1370,15,10,0,24,0
1371,7,17,0,21,0
1372,12,16,0,21,0
1373,7,12,4,13,0
1374,6,12,3,18,0
1375,0,5,2,26,0
1376,6,12,2,16,0
1377,0,0,3,14,1
1378,0,0,1,14,1
1379,0,4,2,15,1
1380,0,8,0,19,1
1381,0,0,6,12,1
1382,0,0,4,14,1
1383,0,6,4,16,1
1384,2,3,1,14,1
1385,10,10,2,16,1
1386,0,2,3,12,1
1387,0,0,2,14,1
1388,0,0,0,14,1
1389,0,8,1,19,1
1390,0,0,3,14,1
1391,4,10,3,12,1
1392,0,5,2,13,1
1393,0,4,3,13,1
1394,0,0,2,19,1
1395,5,0,3,14,1
1396,11,15,0,18,1
1397,5,9,1,16,1
1398,0,0,3,15,1
1399,0,0,4,13,1
1400,0,2,5,16,1
1401,0,0,4,15,1
1402,0,0,6,25,1
1403,0,0,2,15,1
1404,0,0,4,16,1
1405,0,0,2,12,1
1406,7,10,2,13,0
1407,10,10,4,15,0
1408,7,10,3,18,0
1409,10,10,3,21,0
1410,12,15,4,17,0
1411,12,5,7,14,0
1412,11,12,3,22,0
1413,12,15,4,20,0
1414,0,0,6,15,0
1415,7,5,3,17,0
1416,17,15,2,20,0
1417,0,0,5,13,0
1418,10,7,2,19,0
1419,7,15,4,19,0
1420,0,0,1,23,0
1421,10,10,3,19,0
1422,10,10,6,12,0
1423,10,12,0,20,0
1424,12,15,4,17,0
1425,15,17,1,24,0
1426,15,17,2,22,0
1427,10,17,4,18,0
1428,0,0,2,12,0
1429,6,12,7,13,0
1430,15,17,2,21,0
1431,7,10,4,14,0
1432,5,5,3,12,0
1433,15,12,0,21,0
1434,10,7,3,22,0
1435,9,15,4,16,0
1436,10,15,3,16,0
1437,7,10,3,24,0
1438,0,10,4,17,0
1439,12,10,0,19,0
1440,12,15,1,25,0
1441,15,15,0,21,0
1442,17,15,1,30,0
1443,10,15,3,16,0
1444,12,12,2,17,0
1445,12,10,3,23,0
1446,9,10,2,15,0
1447,12,15,4,19,0
1448,15,15,4,19,0
1449,15,13,2,25,0
1450,15,17,2,21,0
1451,7,7,3,18,1
1452,6,4,0,17,1
1453,0,0,5,13,1
1454,0,5,5,12,1
1455,0,0,3,13,1
1456,2,0,4,13,1
1457,0,0,3,13,1
1458,0,0,3,12,1
1459,5,7,2,13,1
1460,7,7,2,15,1
1461,0,3,3,16,1
1462,0,0,2,13,1
1463,4,7,2,13,1
1464,0,0,2,17,1
1465,0,0,4,16,1
1466,5,7,2,15,1
1467,8,8,2,13,1
1468,0,0,2,15,1
1469,0,0,3,16,1
1470,0,7,1,14,1
1471,10,7,0,22,1
1472,2,10,0,17,1
1473,9,9,0,15,1
1474,0,10,3,19,1
1475,10,11,1,17,1
1476,17,17,1,26,1
1477,15,15,2,21,1
1478,0,7,3,14,1
1479,10,10,0,16,1
1480,2,7,1,15,1
1481,10,10,1,21,1
1482,6,15,2,14,1
1483,0,2,5,14,1
1484,0,7,3,17,1
1485,2,7,3,13,1
1486,20,21,3,19,1
1487,12,12,2,18,1
1488,10,9,2,15,1
1489,5,0,2,15,1
1490,5,7,3,13,1
1491,2,10,2,17,1
1492,0,0,5,18,1
1493,10,13,2,17,1
1494,0,8,2,16,1
1495,0,0,2,15,1
1496,10,0,2,17,1
1497,10,12,3,15,1
1498,0,0,2,12,1
1499,0,6,0,17,1
1500,10,15,0,18,1
1501,13,15,1,17,1
1502,0,0,4,14,1
1503,2,10,4,14,1
1504,0,0,2,18,1
1505,0,9,4,15,1
1506,9,0,2,19,1
1507,5,10,2,16,1
1508,4,5,4,13,1
1509,3,0,0,17,1
1510,0,0,7,18,1
1511,0,0,2,19,1
1512,0,0,0,19,1
1513,10,10,2,16,0
1514,0,7,7,15,0
1515,8,0,0,20,0
1516,15,14,1,19,0
1517,5,5,4,20,0
1518,7,10,3,16,0
1519,5,0,7,12,0
1520,0,0,4,21,0
1521,0,0,5,20,0
1522,11,9,3,16,0
1523,12,12,3,20,0
1524,10,7,3,19,0
1525,0,4,5,19,0
1526,7,10,0,19,0
1527,0,0,4,13,0
1528,5,7,1,17,0
1529,5,0,7,15,0
1530,7,5,3,17,0
1531,10,10,4,18,0
1532,0,0,3,16,0
1533,4,0,2,13,0
1534,9,9,4,17,0
1535,10,7,1,19,0
1536,0,5,4,24,0
1537,0,7,6,18,0
1538,10,7,1,18,0
1539,10,15,3,18,0
1540,0,0,5,14,0
1541,10,10,4,16,0
1542,8,6,8,18,0
1543,7,7,5,18,0
1544,6,7,6,15,0
1545,10,0,6,18,0
1546,5,2,0,18,0
1547,7,0,5,19,0
1548,10,9,1,21,0
1549,0,0,6,18,0
1550,0,10,6,12,0
1551,7,15,0,22,0
1552,10,9,1,17,0
1553,0,0,4,14,0
1554,10,10,2,19,0
1555,7,10,3,15,0
1556,0,0,2,18,0
1557,7,5,4,14,0
1558,6,10,4,17,0
1559,5,10,1,16,0
1560,0,12,1,18,0
1561,12,15,1,28,0
1562,15,15,2,22,0
1563,10,15,1,20,0
1564,10,15,1,14,0
1565,15,15,1,26,0
1566,6,10,2,16,0
1567,12,15,3,20,0
1568,0,5,4,20,0
1569,16,12,0,24,0
1570,15,15,0,20,0
1571,15,15,1,21,0
1572,12,15,2,24,0
1573,7,5,3,17,0
1574,7,0,4,20,0
1575,9,0,1,19,0
1576,9,10,6,16,0
1577,6,7,5,20,0
1578,15,15,3,18,0
1579,12,12,0,23,0
1580,14,15,0,19,0
1581,12,15,1,21,0
1582,9,15,4,15,0
1583,5,0,6,14,0
1584,10,7,3,19,0
1585,9,0,1,18,0
1586,15,15,3,14,0
1587,3,7,1,19,0
1588,7,7,0,23,0
1589,11,9,2,18,0
1590,10,7,1,18,0
1591,5,0,4,13,0
1592,10,15,3,20,0
1593,10,12,2,23,0
1594,10,16,0,27,0
1595,0,0,4,12,0
1596,0,0,8,17,0
1597,7,7,1,19,0
1598,0,0,3,16,0
1599,0,0,3,14,0
1600,0,0,5,13,0
1601,7,0,3,14,0
1602,10,7,0,26,0
1603,0,0,2,21,0
1604,10,15,3,19,0
1605,3,12,1,18,0
1606,10,12,0,18,0
1607,0,0,3,13,0
1608,0,0,1,21,0
1609,0,0,3,13,0
1610,6,4,4,19,0
1611,10,9,2,19,0
1612,0,0,2,16,0
1613,0,0,2,16,0
1614,0,0,4,17,0
1615,0,0,2,21,0
1616,0,0,3,19,0
1617,0,14,7,13,0
1618,0,0,1,17,0
1619,0,0,5,12,0
1620,10,12,0,24,0
1621,0,0,1,13,0
1622,7,12,2,15,0
1623,15,12,1,22,0
1624,12,15,2,19,0
1625,17,17,1,24,0
1626,14,17,1,21,0
1627,15,15,1,23,0
1628,12,16,2,13,0
1629,10,15,2,17,0
1630,15,17,1,23,0
1631,15,15,0,29,0
1632,15,17,2,20,0
1633,17,15,0,33,0
1634,6,15,2,13,0
1635,15,15,0,28,0
1636,15,15,2,19,0
1637,15,15,0,25,0
1638,15,17,1,22,0
1639,15,16,1,23,0
1640,17,17,2,28,0
1641,14,16,2,18,0
1642,12,11,2,18,0
1643,4,0,3,12,0
1644,15,15,2,23,0
1645,15,15,1,18,0
1646,12,12,1,24,0
1647,15,15,0,20,0
1648,15,16,2,18,0
1649,2,10,3,17,0
1650,15,11,3,16,0
1651,15,17,1,21,0
1652,15,17,0,20,0
1653,10,12,2,17,0
1654,7,15,3,13,0
1655,10,17,0,20,0
1656,0,0,4,15,1
1657,0,0,0,17,1
1658,0,3,2,24,1
1659,7,10,0,16,1
1660,3,5,1,16,1
1661,0,0,3,12,1
1662,6,6,3,20,1
1663,5,7,2,14,1
1664,0,5,4,15,1
1665,0,7,4,13,1
1666,0,0,5,17,1
1667,0,0,3,15,1
1668,3,4,1,16,1
1669,0,0,2,17,1
1670,0,9,1,18,1
1671,0,0,5,18,1
1672,0,0,5,13,1
1673,0,0,0,13,1
1674,0,0,4,19,1
1675,10,7,3,19,0
1676,17,17,2,21,0
1677,8,6,2,17,0
1678,7,8,2,15,0
1679,10,10,2,17,0
1680,10,12,2,19,0
1681,15,15,2,17,0
1682,0,5,4,13,0
1683,7,12,4,20,0
1684,15,15,1,24,0
1685,15,15,2,22,0
1686,0,3,2,15,0
1687,7,9,4,15,0
1688,8,12,0,14,0
1689,0,0,1,24,0
1690,3,10,4,15,0
1691,12,15,2,17,0
1692,10,12,1,20,0
1693,15,15,1,22,0
1694,7,7,2,17,0
1695,15,15,3,19,0
1696,0,10,4,16,0
1697,0,15,4,14,0
1698,12,12,1,23,0
1699,10,12,2,19,0
1700,6,10,0,23,0
1701,0,12,3,12,0
1702,0,5,2,12,0
1703,5,5,3,13,0
1704,10,12,0,20,0
1705,10,9,3,20,0
1706,12,12,0,21,0
1707,3,12,2,22,0
1708,10,12,0,21,0
1709,7,10,2,18,0
1710,12,12,3,16,0
1711,0,10,2,16,1
1712,8,2,4,20,1
1713,5,0,2,16,1
1714,9,12,2,21,1
1715,5,12,2,17,1
1716,0,0,3,17,1
1717,0,5,4,15,1
1718,0,3,3,13,1
1719,12,12,3,20,1
1720,0,8,0,26,1
1721,7,10,2,18,1
1722,6,9,3,16,1
1723,7,5,2,18,1
1724,7,10,2,20,1
1725,5,5,2,14,1
1726,3,6,3,15,1
1727,5,0,3,17,1
1728,3,5,2,16,1
1729,2,8,2,14,1
1730,7,9,2,15,1
1731,10,10,2,13,1
1732,8,11,2,16,1
1733,0,2,2,12,1
1734,0,0,2,14,1
1735,0,4,2,16,1
1736,1,5,4,14,1
1737,9,10,1,22,1
1738,0,7,3,17,1
1739,0,0,3,13,1
1740,0,0,3,17,0
1741,0,5,6,12,0
1742,7,10,1,15,0
1743,0,0,5,13,0
1744,5,10,1,16,0
1745,7,9,2,18,0
1746,5,6,2,19,0
1747,10,12,1,20,0
1748,0,0,3,12,0
1749,5,12,0,18,0
1750,3,10,2,14,0
1751,0,15,2,15,0
1752,5,5,1,19,0
1753,5,6,3,19,0
1754,5,5,0,16,0
1755,10,15,2,17,0
1756,0,0,1,13,0
1757,0,0,2,14,0
1758,0,0,4,17,0
1759,3,5,2,14,0
1760,10,10,2,22,0
1761,5,5,1,14,0
1762,10,7,0,18,0
1763,7,10,2,18,0
1764,10,10,2,18,0
1765,5,6,2,14,0
1766,10,10,2,17,0
1767,5,15,2,21,0
1768,7,10,3,13,0
1769,0,0,2,18,0
1770,5,5,2,16,0
1771,17,14,2,18,0
1772,7,9,0,12,0
1773,7,9,1,15,0
1774,0,0,3,13,0
1775,15,16,2,23,0
1776,0,7,3,16,0
1777,4,5,3,17,0
1778,0,9,1,15,0
1779,4,4,4,14,0
1780,0,7,4,18,0
1781,0,7,4,15,0
1782,9,10,0,18,0
1783,0,5,2,18,0
1784,9,9,2,16,0
1785,0,0,3,15,0
1786,0,0,1,18,0
1787,0,2,5,14,0
1788,7,3,3,15,0
1789,0,7,2,18,0
1790,0,12,2,14,0
1791,2,0,1,15,0
1792,10,0,3,16,0
1793,4,5,2,15,0
1794,5,12,0,17,0
1795,5,9,4,15,0
1796,7,0,4,16,0
1797,10,10,2,28,0
1798,0,3,3,15,0
1799,0,10,3,15,0
1800,6,5,2,16,0
1801,7,14,2,15,0
1802,9,12,2,18,0
1803,0,0,3,14,0
1804,0,5,3,12,0
1805,5,7,2,17,0
1806,0,0,3,19,0
1807,0,0,2,15,0
1808,4,9,3,20,0
1809,0,0,3,18,0
1810,6,9,3,12,0
1811,0,4,2,17,0
1812,0,0,2,16,0
1813,5,12,3,17,0
1814,15,17,1,21,0
1815,10,10,2,21,0
1816,10,15,2,16,0
1817,17,18,2,27,0
1818,9,9,2,15,0
1819,6,0,2,14,0
1820,17,15,1,23,0
1821,15,16,0,22,0
1822,13,20,1,21,0
1823,9,15,3,20,0
1824,15,17,1,19,0
1825,15,17,2,18,0
1826,11,14,2,18,0
1827,17,15,1,25,0
1828,3,0,3,14,0
1829,17,17,0,25,0
1830,5,10,1,18,0
1831,0,10,2,16,0
1832,9,8,4,20,0
1833,15,15,2,22,0
1834,10,17,2,17,0
1835,6,9,3,13,0
1836,9,16,2,15,0
1837,0,7,1,20,0
1838,0,0,2,22,0
1839,9,18,2,16,0
1840,6,3,2,18,0
1841,6,5,6,18,0
1842,18,16,1,27,0
1843,12,15,2,16,0
1844,15,15,1,26,0
1845,13,15,2,23,0
1846,15,17,2,26,0
1847,11,10,2,18,0
1848,7,0,2,17,0
1849,10,12,1,30,0
1850,7,7,2,12,0
1851,10,10,3,18,0
1852,10,10,3,23,0
1853,15,15,2,19,0
1854,12,10,1,20,0
1855,7,12,4,16,0
1856,12,6,2,18,0
1857,10,10,2,16,0
1858,13,15,1,19,0
1859,15,15,2,19,0
1860,10,10,4,14,0
1861,0,0,5,12,0
1862,17,15,0,33,0
1863,11,19,2,22,0
1864,0,0,2,18,0
1865,15,17,1,21,0
1866,0,10,0,13,0
1867,10,15,1,24,0
1868,5,13,2,18,0
1869,7,12,4,14,0
1870,7,2,4,15,0
1871,12,10,0,17,0
1872,15,15,2,21,0
1873,16,17,0,25,0
1874,7,7,4,16,1
1875,0,8,5,16,1
1876,0,0,2,15,1
1877,5,2,3,12,1
1878,7,8,2,15,1
1879,4,2,3,13,1
1880,10,10,2,19,1
1881,0,0,1,17,1
1882,10,4,2,18,1
1883,4,0,2,19,1
1884,11,2,1,17,1
1885,1,10,0,14,1
1886,10,5,0,16,1
1887,4,10,2,14,1
1888,2,1,2,14,1
1889,6,9,3,13,1
1890,5,0,3,13,1
1891,0,0,5,17,1
1892,0,0,2,18,1
1893,5,9,2,15,1
1894,5,9,2,18,1
1895,0,0,3,14,1
1896,0,0,2,18,1
1897,0,10,3,16,1
1898,5,6,3,16,1
1899,2,2,0,19,1
1900,0,0,2,13,1
1901,0,0,1,18,1
1902,0,0,3,15,1
1903,2,9,2,19,1
1904,0,0,2,18,1
1905,0,0,4,15,1
1906,3,0,0,14,1
1907,0,0,2,14,1
1908,10,10,0,23,1
1909,0,0,5,20,1
1910,0,10,1,18,1
1911,10,10,0,18,1
1912,2,0,3,12,1
1913,7,4,3,17,1
1914,7,10,2,17,1
1915,9,9,2,16,1
1916,0,0,2,13,1
1917,0,2,3,12,1
1918,8,6,2,17,1
1919,0,3,0,12,1
1920,0,9,2,13,1
1921,0,0,0,15,1
1922,0,0,4,13,1
1923,0,0,1,20,1
1924,0,10,4,20,1
1925,0,7,3,12,1
1926,0,0,3,12,1
1927,0,0,2,30,1
1928,0,10,2,15,1
1929,7,15,2,15,1
1930,0,0,3,15,1
1931,0,0,2,14,1
1932,5,5,0,23,0
1933,9,12,3,13,0
1934,0,7,2,15,0
1935,6,12,4,18,0
1936,12,15,1,21,0
1937,7,17,2,16,0
1938,10,10,2,14,0
1939,10,12,4,29,0
1940,11,15,1,23,0
1941,12,1,1,19,0
1942,6,10,4,18,0
1943,0,2,1,17,0
1944,0,0,3,17,0
1945,8,7,0,19,0
1946,5,1,0,16,0
1947,0,0,0,18,0
1948,0,7,5,12,0
1949,9,10,2,18,0
1950,9,0,0,21,0
1951,0,5,2,26,0
1952,0,7,4,12,0
1953,15,15,2,25,0
1954,0,10,2,15,0
1955,11,5,3,14,0
1956,8,9,2,14,0
1957,8,8,2,16,0
1958,0,7,2,14,0
1959,9,10,3,19,0
1960,0,0,4,12,0
1961,10,15,1,21,0
1962,0,0,0,19,0
1963,7,0,2,13,0
1964,6,12,1,20,0
1965,5,10,2,23,0
1966,4,0,3,18,0
1967,0,0,2,15,0
1968,12,10,0,22,0
1969,7,1,2,15,0
1970,0,7,5,16,0
1971,5,10,2,15,0
1972,7,7,2,14,0
1973,5,0,3,14,0
1974,7,10,2,13,0
1975,15,10,2,19,0
1976,10,10,3,16,0
1977,7,10,2,15,0
1978,10,10,1,19,0
1979,5,10,3,15,0
1980,8,10,4,15,0
1981,0,5,2,19,0
1982,0,0,4,16,0
1983,0,0,2,16,0
1984,16,18,0,22,0
1985,15,18,2,20,0
1986,0,0,2,16,0
1987,0,0,5,13,0
1988,0,10,1,17,0
1989,12,10,3,16,0
1990,13,15,2,20,0
1991,5,0,2,23,0
1992,0,0,4,12,0
1993,0,0,4,13,0
1994,4,4,2,12,0
1995,0,0,2,15,0
1996,10,0,2,22,0
1997,0,0,2,14,0
1998,3,7,4,16,0
1999,0,0,1,20,0
2000,0,0,3,17,0
2001,16,15,1,23,0
2002,10,10,2,16,0
2003,0,7,3,16,1
2004,0,0,3,14,1
2005,0,0,2,16,1
2006,0,5,0,15,1
2007,0,5,3,12,1
2008,5,0,4,17,1
2009,0,0,2,15,1
2010,8,10,4,12,1
2011,9,10,2,15,1
2012,0,5,3,20,1
2013,0,5,2,15,1
2014,0,0,5,15,1
2015,5,0,1,15,1
2016,5,0,6,14,1
2017,5,8,2,15,1
2018,7,0,3,16,1
2019,0,0,4,17,1
2020,12,2,4,17,1
2021,12,16,0,17,1
2022,6,10,2,19,1
2023,4,6,2,16,1
2024,0,3,3,16,1
2025,0,7,2,21,1
2026,0,0,1,17,1
2027,7,0,2,19,1
2028,0,0,4,21,1
2029,0,0,3,14,1
2030,0,5,1,16,1
2031,0,4,1,14,1
2032,12,10,0,19,1
2033,2,4,3,12,1
2034,0,6,0,14,1
2035,0,0,1,14,1
2036,0,0,1,14,1
2037,2,9,2,12,1
2038,4,10,0,20,0
2039,0,5,3,20,0
2040,0,5,3,18,0
2041,0,2,1,19,0
2042,10,8,0,21,0
2043,0,0,2,21,0
2044,10,10,0,22,0
2045,0,0,3,12,0
2046,0,2,3,19,0
2047,0,0,1,14,0
2048,5,13,3,15,0
2049,5,0,2,14,0
2050,5,13,2,20,0
2051,0,12,0,20,0
2052,5,8,5,20,0
2053,0,0,3,22,0
2054,0,0,2,18,0
2055,4,9,2,20,0
2056,0,3,1,18,0
2057,0,0,4,16,0
2058,5,11,2,21,0
2059,0,5,3,17,0
2060,0,2,0,16,0
2061,6,11,2,19,0
2062,5,0,1,19,0
2063,0,0,2,15,0
2064,5,0,2,18,0
2065,0,5,2,17,0
2066,5,8,1,16,0
2067,5,12,3,18,0
2068,0,2,4,16,0
2069,0,2,2,14,0
2070,0,9,2,17,0
2071,3,14,2,19,0
2072,4,10,4,17,0
2073,0,0,2,13,0
2074,11,9,1,19,0
2075,0,0,3,13,0
2076,0,0,3,16,0
2077,5,5,0,12,0
2078,0,0,1,17,0
2079,13,10,2,30,0
2080,15,10,0,20,0
2081,7,10,2,24,0
2082,10,12,2,22,0
2083,0,3,5,12,0
2084,10,7,2,18,0
2085,0,6,7,14,0
2086,7,12,2,22,0
2087,9,11,2,19,0
2088,9,15,3,15,0
2089,5,15,5,16,0
2090,10,10,1,19,0
2091,2,10,2,17,0
2092,0,0,3,23,0
2093,10,15,6,17,0
2094,10,15,2,18,0
2095,0,3,1,20,0
2096,7,9,4,15,0
2097,9,17,4,22,0
2098,12,9,2,20,0
2099,13,10,0,22,0
2100,7,7,4,12,0
2101,10,10,2,22,0
2102,8,10,2,20,0
2103,0,5,1,21,0
2104,7,5,3,16,0
2105,7,10,3,15,0
2106,13,15,1,22,0
2107,10,15,4,16,0
2108,7,8,1,17,0
2109,12,15,5,19,0
2110,15,15,1,18,0
2111,16,16,2,27,0
2112,0,0,3,17,0
2113,0,5,2,18,0
2114,0,0,1,19,0
2115,3,5,0,17,0
2116,4,0,2,16,0
2117,0,5,2,15,0
2118,8,5,8,18,0
2119,8,0,3,14,0
2120,0,12,1,21,0
2121,10,9,2,13,0
2122,0,0,1,19,0
2123,7,0,2,18,0
2124,3,10,1,22,0
2125,2,11,2,16,0
2126,5,9,2,16,0
2127,5,5,2,13,0
2128,12,17,2,25,0
2129,0,0,0,25,0
2130,6,0,1,18,0
2131,0,5,1,17,0
2132,8,3,2,19,0
2133,9,9,1,12,0
2134,0,0,4,15,0
2135,7,7,2,19,0
2136,7,0,0,17,0
2137,10,5,1,16,0
2138,0,0,2,15,0
2139,7,10,3,17,0
2140,0,2,2,19,0
2141,5,0,3,16,0
2142,0,0,2,16,0
2143,15,15,2,22,0
2144,0,2,3,16,0
2145,7,7,0,18,0
2146,4,0,2,17,0
2147,0,5,3,12,0
2148,10,10,2,22,0
2149,0,0,0,13,1
2150,0,0,2,16,1
2151,0,6,1,14,1
2152,0,0,3,16,1
2153,0,10,3,15,1
2154,0,0,4,13,1
2155,0,7,3,17,1
2156,0,0,3,16,1
2157,7,7,0,20,1
2158,0,3,2,17,1
2159,3,3,2,19,1
2160,5,2,2,17,1
2161,10,12,1,20,1
2162,0,0,3,16,1
2163,0,10,1,20,1
2164,0,0,4,17,1
2165,0,0,4,19,1
2166,7,0,2,15,1
2167,10,13,0,19,1
2168,0,6,0,21,1
2169,3,5,2,14,1
2170,11,15,2,27,1
2171,8,3,1,19,1
2172,5,0,2,13,1
2173,14,15,2,22,1
2174,15,15,2,18,1
2175,10,7,2,18,1
2176,5,6,0,14,1
2177,10,10,3,18,1
2178,0,2,4,14,1
2179,10,15,2,19,1
2180,0,0,2,15,1
2181,0,0,0,13,1
2182,2,10,3,15,1
2183,0,0,0,14,0
2184,12,15,4,18,0
2185,10,15,2,18,0
2186,0,5,3,15,0
2187,9,5,3,14,0
2188,10,10,1,20,0
2189,7,9,3,18,0
2190,0,10,4,17,0
2191,0,0,1,20,0
2192,7,17,6,18,0
2193,0,17,8,18,0
2194,10,17,2,17,0
2195,10,10,2,18,0
2196,8,15,0,19,0
2197,10,17,3,20,0
2198,0,8,5,15,0
2199,5,4,3,17,0
2200,0,7,6,12,0
2201,9,10,0,21,0
2202,6,5,0,16,0
2203,0,0,4,15,0
2204,0,0,2,18,0
2205,12,10,1,18,0
2206,12,7,1,19,0
2207,0,3,6,14,0
2208,0,0,3,14,0
2209,0,2,0,16,0
2210,0,0,4,18,0
2211,10,0,3,18,0
2212,8,5,1,16,0
2213,0,0,1,16,0
2214,0,0,1,18,0
2215,9,0,1,18,0
2216,0,0,2,13,0
2217,0,0,2,16,0
2218,0,8,4,15,0
2219,5,10,2,18,0
2220,7,5,0,21,0
2221,0,7,1,14,0
